"source","description","date","curator","revision","Increased abundance in Group 1","NCBI","Experiment","Study","Page Name"
"Figure 3","The effect size for each of the differentially abundant species was estimated using LDA","2019-09-08","Rimsha Azhar","","decreased","1633,1578,33958,186826,91061,1239","Experiment 1","Study 141","Signature 2"
"Figure 6, Sup Fig1","Relative abundance of oral microbiome in HNSCC patients and controls","2019-09-11","Utsav Patel","Rimsha Azhar","increased","1301,1578,1257,195950,1279,543311,29465","Experiment 1","Study 142","Signature 1"
"Figure 6, Sup Fig1","Relative abundance of oral microbiome in HNSCC patients and controls","2019-09-11","Utsav Patel","Rimsha Azhar","decreased","416916,47670,724,482,32067","Experiment 1","Study 142","Signature 2"
"Figure 6, Text","Relative abundance of oral microbiome in HNSCC HPV + and HPV -","2019-09-11","Utsav Patel","Rimsha Azhar","increased","1578,1013","Experiment 2","Study 142","Signature 1"
"Figure 6, Text","Relative abundance of oral microbiome in HNSCC HPV + and HPV -","2019-09-11","Utsav Patel","Rimsha Azhar","decreased","538,482,32067","Experiment 2","Study 142","Signature 2"
"Figure 6, Text","Relative abundance of oral microbiome in chemo-radiation therapy/radiation and surgery","2019-09-11","Utsav Patel","Rimsha Azhar","increased","33958,1578","Experiment 3","Study 142","Signature 1"
"Figure 6, Text","Relative abundance of oral microbiome in chemo-radiation therapy/radiation and surgery","2019-09-11","Utsav Patel","Rimsha Azhar","decreased","724,416916,32067","Experiment 4","Study 142","Signature 1"
"Figure 3B","Abundance of phyla in MLN of crohn's disease (CD) and ulcerative colitis (UC) patients","2019-09-11","Fatima Zohra","Rimsha Azhar","increased","1224","Experiment 1","Study 143","Signature 1"
"Figure 3B","Abundance of phyla in MLN of crohn's disease (CD) and ulcerative colitis (UC) patients","2019-09-11","Fatima Zohra","Rimsha Azhar","decreased","1239","Experiment 2","Study 143","Signature 1"
"Figure 3, 4, 5, 6","Abundance analysis of the dominant bacterial taxa of A (lightly polluted region of PM 2.5), B (moderately polluted region of PM 2.5) and C (heavily polluted region of PM 2.5)","2019-09-19","Rimsha Azhar","Shaimaa Elsafoury","increased","1239,201174,186801,1760,186802,2037,186803,1268,2049,541000,32207,265975,482,1654","Experiment 1","Study 144","Signature 1"
"Figure 3, 4, 5, 6","Abundance analysis of the dominant bacterial taxa of A (lightly polluted region of PM 2.5), B (moderately polluted region of PM 2.5) and C (heavily polluted region of PM 2.5)","2019-09-19","Rimsha Azhar","Shaimaa Elsafoury","decreased","976,32066,200643,203490,c__tm7-3,171549,203491,200644,72274,171552,31977,171551,203492,f__paraprevotellaceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__ Clostridiales;f__ Mogibacteriaceae,468,838,29465,836,848,1257,475","Experiment 1","Study 144","Signature 2"
"Figure 3, 4, 5, 6","Abundance analysis of the dominant bacterial taxa of A (lightly polluted region of PM 2.5), B (moderately polluted region of PM 2.5) and C (heavily polluted region of PM 2.5)","2019-09-19","Rimsha Azhar","Shaimaa Elsafoury","increased","1239,1224,201174,186801,541000,1236,28211,186802,186803","Experiment 2","Study 144","Signature 1"
"Figure 3, 4, 5, 6","Abundance analysis of the dominant bacterial taxa of A (lightly polluted region of PM 2.5), B (moderately polluted region of PM 2.5) and C (heavily polluted region of PM 2.5)","2019-09-19","Rimsha Azhar","Shaimaa Elsafoury","decreased","976,32066,200643,203490,117743,171549,203491,206351,200644,213849,171552,31977,171551,203492,f__paraprevotellaceae,49546,k__Bacteria;p__Firmicutes;c__Clostridia;o__ Clostridiales;f__ Mogibacteriaceae,468,838,29465,836,848,1016,1257,475,194,c__tm7-3","Experiment 2","Study 144","Signature 2"
"Figure 3, 4, 5, 6","Abundance analysis of the dominant bacterial taxa of A (lightly polluted region of PM 2.5), B (moderately polluted region of PM 2.5) and C (heavily polluted region of PM 2.5)","2019-09-19","Rimsha Azhar","Shaimaa Elsafoury","increased","1224,1236,28211,72274","Experiment 3","Study 144","Signature 1"
"Figure 3, 4, 5, 6","Abundance analysis of the dominant bacterial taxa of A (lightly polluted region of PM 2.5), B (moderately polluted region of PM 2.5) and C (heavily polluted region of PM 2.5)","2019-09-19","Rimsha Azhar","Shaimaa Elsafoury","decreased","32066,1760,203490,2037,203491,206351,213849,1268,203492,481,1129771,2049,32207,848,265975,1654,194,482","Experiment 3","Study 144","Signature 2"
"Figure 1 , Text","Relative abundance of oral microbiome in oral squamous cell carcinoma patients and controls","2019-09-25","Utsav Patel","Rimsha Azhar","increased","28132,1017,28037,1018","Experiment 1","Study 145","Signature 1"
"Figure 1 , Text","Relative abundance of oral microbiome in oral squamous cell carcinoma patients and controls","2019-09-25","Utsav Patel","Rimsha Azhar","decreased","40542,467210","Experiment 1","Study 145","Signature 2"
"Figure 1c, Figure 3b, 3c, Text","Variations in oral microbiota associated with oral cancer","2019-10-02","Utsav Patel","Rimsha Azhar","increased","2093,157,194,538,82202,1283313,848,970,39948,1257,44259,2740,43996,543311,1016,186804,186803,976,32066,203691","Experiment 1","Study 146","Signature 1"
"Figure 1c, Figure 3b, 3c, Text","Variations in oral microbiota associated with oral cancer","2019-10-02","Utsav Patel","Rimsha Azhar","decreased","906,1213720,117563,47670,29465,1301,196081,32207,1654,201174,1239","Experiment 1","Study 146","Signature 2"
"Table 2, Text, Supplementary Table S2","Differences in bacterial communities in the throats of LSCC patients and control subjects","2019-10-09","Utsav Patel","Rimsha Azhar","increased","848,838,543311,1257,39948,43996,970,157,32008,186804","Experiment 1","Study 147","Signature 1"
"Table 2, Text, Supplementary Table S2","Differences in bacterial communities in the throats of LSCC patients and control subjects","2019-10-09","Utsav Patel","Rimsha Azhar","decreased","1301,32207","Experiment 1","Study 147","Signature 2"
"Table 2, Text, Supplementary Table S2","Differences in bacterial communities in the throats of LSCC patients and control subjects","2019-10-09","Utsav Patel","Rimsha Azhar","increased","29465,32067,1654,32207,117563,906,265975,1380,437755,95818","Experiment 2","Study 147","Signature 1"
"Table 2, Text, Supplementary Table S2","Differences in bacterial communities in the throats of LSCC patients and control subjects","2019-10-09","Utsav Patel","Rimsha Azhar","decreased","848,838,543311,1257,836,39948,2093,44259,43996,538,157,416916,186804","Experiment 2","Study 147","Signature 2"
"Figure 2, Figure 3","Composition of gut microbial community among IR-PCOS  and NIR-PCOS patients and healthy controls","2019-10-09","Fatima Zohra","","increased","815,186803,816,28050","Experiment 1","Study 148","Signature 1"
"Figure 2, Figure 3","Composition of gut microbial community among IR-PCOS  and NIR-PCOS patients and healthy controls","2019-10-09","Fatima Zohra","","decreased","171552,838","Experiment 1","Study 148","Signature 2"
"Figure 2, Figure 3","Composition of gut microbial community among IR-PCOS  and NIR-PCOS patients and healthy controls","2019-10-09","Fatima Zohra","","increased","506,28050,816,815","Experiment 2","Study 148","Signature 1"
"Figure 2, Figure 3","Composition of gut microbial community among IR-PCOS  and NIR-PCOS patients and healthy controls","2019-10-09","Fatima Zohra","","decreased","171552,838","Experiment 2","Study 148","Signature 2"
"Figure 2, Figure 3","Composition of gut microbial community among IR-PCOS  and NIR-PCOS patients and healthy controls","2019-10-09","Fatima Zohra","","increased","1239,541000,186803,200643,171549,816","Experiment 3","Study 148","Signature 1"
"Figure 2, Figure 3","Composition of gut microbial community among IR-PCOS  and NIR-PCOS patients and healthy controls","2019-10-09","Fatima Zohra","","decreased","976,815,216851,186802,186801","Experiment 3","Study 148","Signature 2"
"Figure 4A","Differentially abundant bacterial genera, families, or species","2019-10-16","Rimsha Azhar","","increased","158846","Experiment 1","Study 149","Signature 1"
"Figure 4A","Differentially abundant bacterial genera, families, or species","2019-10-16","Rimsha Azhar","","decreased","28221,2272,213118,1308,39486,649756,207244,29466,410072,459786,216572,61170,674529,358743,35833,291644,371601,28116,816,815","Experiment 1","Study 149","Signature 2"
"Figure 2, Figure 3, Text","Variations in oral microbiota composition associated with a risk of Throat Cancer","2019-10-16","Utsav Patel","Fatima Zohra","increased","286,416916,216851,1508657,47670,909656,816,171552,351,815,119060,80840,28211,766","Experiment 1","Study 150","Signature 1"
"Figure 2, Figure 3, Text","Variations in oral microbiota composition associated with a risk of Throat Cancer","2019-10-16","Utsav Patel","Fatima Zohra","decreased","841,970,838,1716,1730,109326,543311,1506553,157,59735,194,32067,475,1257,713,848,29465,836,32207,724,482,363464,1653,85007,95818,136,137,203692,72294,29547,213849,1129771,468, 186804,203492,203490,32066, 203491,186801,186802,909929,909932,31977","Experiment 1","Study 150","Signature 2"
"Figure 2, Figure 3, Text","Variations in oral microbiota composition associated with a risk of Throat Cancer","2019-10-16","Utsav Patel","Fatima Zohra","increased","547,416916,286,351","Experiment 2","Study 150","Signature 1"
"Figure 2, Figure 3, Text","Variations in oral microbiota composition associated with a risk of Throat Cancer","2019-10-16","Utsav Patel","Fatima Zohra","decreased","848,838,44259,713,209,171550,1730,841,109326,872,43994,203490,32066,203491,203492,1129771,186804,95818,200666,117747,1840213,72293,363464,76892,204458,1185407,194924,213115","Experiment 2","Study 150","Signature 2"
"Table 2 and Supplementary Table S4","Relative abundance of the different species between postmenopausal breast cancer patients and postmenopausal healthy controls","2019-10-21","Rimsha Azhar","Fatima Zohra","increased","562,624,584,621,666,564,623,470,40214,587,97478,281920,851,545,901,1353,28901,552,63612,40216,856,187327,419005,630,33037,24","Experiment 1","Study 151","Signature 1"
"Table 2 and Supplementary Table S4","Relative abundance of the different species between postmenopausal breast cancer patients and postmenopausal healthy controls","2019-10-21","Rimsha Azhar","Fatima Zohra","decreased","39485,208962,199,360807,29459,1633","Experiment 1","Study 151","Signature 2"
"Table 3","Alpha diversity and composition of gut microbiome in patients with cervical cancer","2019-10-22","Fatima Zohra","","increased","83770,1263,581,22,583,189330","Experiment 1","Study 152","Signature 1"
"Table 3","Alpha diversity and composition of gut microbiome in patients with cervical cancer","2019-10-22","Fatima Zohra","","decreased","2745,33024","Experiment 1","Study 152","Signature 2"
"Figure 4, Table 3, Figure 5","Alpha diversity and composition of gut microbiome in patients with cervical cancer","2019-10-22","Fatima Zohra","","increased","310297,1224,1236,543,91347,375288,823,562,841,360807,46506","Experiment 2","Study 152","Signature 1"
"Figure 4, Table 3, Figure 5","Alpha diversity and composition of gut microbiome in patients with cervical cancer","2019-10-22","Fatima Zohra","","decreased","33024,909930,909929,909932","Experiment 2","Study 152","Signature 2"
"Figure 5","The differences in microbial species between the prostate cancer and non-prostate cancer patients were explored","2019-10-23","Rimsha Azhar","","increased","1357,2747,1301,129337,547","Experiment 1","Study 153","Signature 1"
"Figure 5","The differences in microbial species between the prostate cancer and non-prostate cancer patients were explored","2019-10-23","Rimsha Azhar","","decreased","413496,114627,44249","Experiment 1","Study 153","Signature 2"
"Figure 3, Supplementary table 2, table 2","Altered intestinal microbiota associated with colorectal cancer","2019-10-24","Fatima Zohra","","increased","45401,46913,356,28211,44249,186822,59732","Experiment 1","Study 154","Signature 1"
